English name,scientific name,order,family
Gray-breasted Seedsnipe,Thinocorus orbignyianus,Charadriiformes,Thinocoridae (Seedsnipes)
Least Seedsnipe,Thinocorus rumicivorus,Charadriiformes,Thinocoridae (Seedsnipes)
Greater Painted-Snipe,Rostratula benghalensis,Charadriiformes,Rostratulidae (Painted-Snipes)
Australian Painted-Snipe,Rostratula australis,Charadriiformes,Rostratulidae (Painted-Snipes)
South American Painted-Snipe,Nycticryphes semicollaris,Charadriiformes,Rostratulidae (Painted-Snipes)
Lesser Jacana,Microparra capensis,Charadriiformes,Jacanidae (Jacanas)
African Jacana,Actophilornis africanus,Charadriiformes,Jacanidae (Jacanas)
Madagascar Jacana,Actophilornis albinucha,Charadriiformes,Jacanidae (Jacanas)
Comb-crested Jacana,Irediparra gallinacea,Charadriiformes,Jacanidae (Jacanas)
Pheasant-tailed Jacana,Hydrophasianus chirurgus,Charadriiformes,Jacanidae (Jacanas)
Bronze-winged Jacana,Metopidius indicus,Charadriiformes,Jacanidae (Jacanas)
Northern Jacana,Jacana spinosa,Charadriiformes,Jacanidae (Jacanas)
Wattled Jacana,Jacana jacana,Charadriiformes,Jacanidae (Jacanas)
Upland Sandpiper,Bartramia longicauda,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Bristle-thighed Curlew,Numenius tahitiensis,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Whimbrel,Numenius phaeopus,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Little Curlew,Numenius minutus,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Eskimo Curlew,Numenius borealis,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Long-billed Curlew,Numenius americanus,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Far Eastern Curlew,Numenius madagascariensis,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Slender-billed Curlew,Numenius tenuirostris,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Eurasian Curlew,Numenius arquata,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Bar-tailed Godwit,Limosa lapponica,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Black-tailed Godwit,Limosa limosa,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Hudsonian Godwit,Limosa haemastica,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Marbled Godwit,Limosa fedoa,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Black Turnstone,Arenaria melanocephala,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Tuamotu Sandpiper,Prosobonia parvirostris,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Great Knot,Calidris tenuirostris,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Red Knot,Calidris canutus,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Surfbird,Calidris virgata,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Ruff,Calidris pugnax,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Broad-billed Sandpiper,Calidris falcinellus,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Sharp-tailed Sandpiper,Calidris acuminata,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Stilt Sandpiper,Calidris himantopus,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Curlew Sandpiper,Calidris ferruginea,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Temminck's Stint,Calidris temminckii,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Long-toed Stint,Calidris subminuta,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Spoon-billed Sandpiper,Calidris pygmaea,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Red-necked Stint,Calidris ruficollis,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Sanderling,Calidris alba,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Dunlin,Calidris alpina,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Rock Sandpiper,Calidris ptilocnemis,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Purple Sandpiper,Calidris maritima,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Baird's Sandpiper,Calidris bairdii,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Little Stint,Calidris minuta,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Least Sandpiper,Calidris minutilla,Charadriiformes,Scolopacidae (Sandpipers and Allies)
White-rumped Sandpiper,Calidris fuscicollis,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Buff-breasted Sandpiper,Calidris subruficollis,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Pectoral Sandpiper,Calidris melanotos,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Semipalmated Sandpiper,Calidris pusilla,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Western Sandpiper,Calidris mauri,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Asian Dowitcher,Limnodromus semipalmatus,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Short-billed Dowitcher,Limnodromus griseus,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Long-billed Dowitcher,Limnodromus scolopaceus,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Jack Snipe,Lymnocryptes minimus,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Eurasian Woodcock,Scolopax rusticola,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Amami Woodcock,Scolopax mira,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Bukidnon Woodcock,Scolopax bukidnonensis,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Javan Woodcock,Scolopax saturata,Charadriiformes,Scolopacidae (Sandpipers and Allies)
New Guinea Woodcock,Scolopax rosenbergii,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Sulawesi Woodcock,Scolopax celebensis,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Moluccan Woodcock,Scolopax rochussenii,Charadriiformes,Scolopacidae (Sandpipers and Allies)
American Woodcock,Scolopax minor,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Chatham Islands Snipe,Coenocorypha pusilla,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Snares Island Snipe,Coenocorypha huegeli,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Subantarctic Snipe,Coenocorypha aucklandica,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Imperial Snipe,Gallinago imperialis,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Jameson's Snipe,Gallinago jamesoni,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Fuegian Snipe,Gallinago stricklandii,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Solitary Snipe,Gallinago solitaria,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Latham's Snipe,Gallinago hardwickii,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Wood Snipe,Gallinago nemoricola,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Great Snipe,Gallinago media,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Common Snipe,Gallinago gallinago,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Wilson's Snipe,Gallinago delicata,Charadriiformes,Scolopacidae (Sandpipers and Allies)
South American Snipe,Gallinago paraguaiae,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Puna Snipe,Gallinago andina,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Noble Snipe,Gallinago nobilis,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Pin-tailed Snipe,Gallinago stenura,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Swinhoe's Snipe,Gallinago megala,Charadriiformes,Scolopacidae (Sandpipers and Allies)
African Snipe,Gallinago nigripennis,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Madagascar Snipe,Gallinago macrodactyla,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Giant Snipe,Gallinago undulata,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Terek Sandpiper,Xenus cinereus,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Wilson's Phalarope,Phalaropus tricolor,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Red-necked Phalarope,Phalaropus lobatus,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Red Phalarope,Phalaropus fulicarius,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Common Sandpiper,Actitis hypoleucos,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Spotted Sandpiper,Actitis macularius,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Green Sandpiper,Tringa ochropus,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Solitary Sandpiper,Tringa solitaria,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Gray-tailed Tattler,Tringa brevipes,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Wandering Tattler,Tringa incana,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Spotted Redshank,Tringa erythropus,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Greater Yellowlegs,Tringa melanoleuca,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Common Greenshank,Tringa nebularia,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Nordmann's Greenshank,Tringa guttifer,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Willet,Tringa semipalmata,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Lesser Yellowlegs,Tringa flavipes,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Marsh Sandpiper,Tringa stagnatilis,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Wood Sandpiper,Tringa glareola,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Common Redshank,Tringa totanus,Charadriiformes,Scolopacidae (Sandpipers and Allies)
Small Buttonquail,Turnix sylvaticus,Charadriiformes,Turnicidae (Buttonquail)
Red-backed Buttonquail,Turnix maculosus,Charadriiformes,Turnicidae (Buttonquail)
Black-rumped Buttonquail,Turnix nanus,Charadriiformes,Turnicidae (Buttonquail)
Hottentot Buttonquail,Turnix hottentottus,Charadriiformes,Turnicidae (Buttonquail)
Yellow-legged Buttonquail,Turnix tanki,Charadriiformes,Turnicidae (Buttonquail)
Spotted Buttonquail,Turnix ocellatus,Charadriiformes,Turnicidae (Buttonquail)
Barred Buttonquail,Turnix suscitator,Charadriiformes,Turnicidae (Buttonquail)
Madagascar Buttonquail,Turnix nigricollis,Charadriiformes,Turnicidae (Buttonquail)
Black-breasted Buttonquail,Turnix melanogaster,Charadriiformes,Turnicidae (Buttonquail)
Chestnut-backed Buttonquail,Turnix castanotus,Charadriiformes,Turnicidae (Buttonquail)
Buff-breasted Buttonquail,Turnix olivii,Charadriiformes,Turnicidae (Buttonquail)
Painted Buttonquail,Turnix varius,Charadriiformes,Turnicidae (Buttonquail)
Luzon Buttonquail,Turnix worcesteri,Charadriiformes,Turnicidae (Buttonquail)
Sumba Buttonquail,Turnix everetti,Charadriiformes,Turnicidae (Buttonquail)
Red-chested Buttonquail,Turnix pyrrhothorax,Charadriiformes,Turnicidae (Buttonquail)
Little Buttonquail,Turnix velox,Charadriiformes,Turnicidae (Buttonquail)
Quail-plover,Ortyxelos meiffrenii,Charadriiformes,Turnicidae (Buttonquail)
Crab-Plover,Dromas ardeola,Charadriiformes,Dromadidae (Crab-Plover)
Cream-colored Courser,Cursorius cursor,Charadriiformes,Glareolidae (Pratincoles and Coursers)
Somali Courser,Cursorius somalensis,Charadriiformes,Glareolidae (Pratincoles and Coursers)
Burchell's Courser,Cursorius rufus,Charadriiformes,Glareolidae (Pratincoles and Coursers)
Temminck's Courser,Cursorius temminckii,Charadriiformes,Glareolidae (Pratincoles and Coursers)
Indian Courser,Cursorius coromandelicus,Charadriiformes,Glareolidae (Pratincoles and Coursers)
Double-banded Courser,Smutsornis africanus,Charadriiformes,Glareolidae (Pratincoles and Coursers)
Three-banded Courser,Rhinoptilus cinctus,Charadriiformes,Glareolidae (Pratincoles and Coursers)
Bronze-winged Courser,Rhinoptilus chalcopterus,Charadriiformes,Glareolidae (Pratincoles and Coursers)
Jerdon's Courser,Rhinoptilus bitorquatus,Charadriiformes,Glareolidae (Pratincoles and Coursers)
Australian Pratincole,Stiltia isabella,Charadriiformes,Glareolidae (Pratincoles and Coursers)
Collared Pratincole,Glareola pratincola,Charadriiformes,Glareolidae (Pratincoles and Coursers)
Oriental Pratincole,Glareola maldivarum,Charadriiformes,Glareolidae (Pratincoles and Coursers)
Black-winged Pratincole,Glareola nordmanni,Charadriiformes,Glareolidae (Pratincoles and Coursers)
Madagascar Pratincole,Glareola ocularis,Charadriiformes,Glareolidae (Pratincoles and Coursers)
Rock Pratincole,Glareola nuchalis,Charadriiformes,Glareolidae (Pratincoles and Coursers)
Gray Pratincole,Glareola cinerea,Charadriiformes,Glareolidae (Pratincoles and Coursers)
Small Pratincole,Glareola lactea,Charadriiformes,Glareolidae (Pratincoles and Coursers)
Great Skua,Stercorarius skua,Charadriiformes,Stercorariidae (Skuas and Jaegers)
Chilean Skua,Stercorarius chilensis,Charadriiformes,Stercorariidae (Skuas and Jaegers)
South Polar Skua,Stercorarius maccormicki,Charadriiformes,Stercorariidae (Skuas and Jaegers)
Brown Skua,Stercorarius antarcticus,Charadriiformes,Stercorariidae (Skuas and Jaegers)
Pomarine Jaeger,Stercorarius pomarinus,Charadriiformes,Stercorariidae (Skuas and Jaegers)
Parasitic Jaeger,Stercorarius parasiticus,Charadriiformes,Stercorariidae (Skuas and Jaegers)
Long-tailed Jaeger,Stercorarius longicaudus,Charadriiformes,Stercorariidae (Skuas and Jaegers)
Dovekie,Alle alle,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Common Murre,Uria aalge,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Thick-billed Murre,Uria lomvia,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Razorbill,Alca torda,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Black Guillemot,Cepphus grylle,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Pigeon Guillemot,Cepphus columba,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Spectacled Guillemot,Cepphus carbo,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Long-billed Murrelet,Brachyramphus perdix,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Marbled Murrelet,Brachyramphus marmoratus,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Kittlitz's Murrelet,Brachyramphus brevirostris,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Scripps's Murrelet,Synthliboramphus scrippsi,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Guadalupe Murrelet,Synthliboramphus hypoleucus,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Craveri's Murrelet,Synthliboramphus craveri,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Ancient Murrelet,Synthliboramphus antiquus,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Japanese Murrelet,Synthliboramphus wumizusume,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Cassin's Auklet,Ptychoramphus aleuticus,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Parakeet Auklet,Aethia psittacula,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Least Auklet,Aethia pusilla,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Whiskered Auklet,Aethia pygmaea,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Crested Auklet,Aethia cristatella,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Rhinoceros Auklet,Cerorhinca monocerata,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Atlantic Puffin,Fratercula arctica,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Horned Puffin,Fratercula corniculata,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Tufted Puffin,Fratercula cirrhata,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)"
Swallow-tailed Gull,Creagrus furcatus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
Black-legged Kittiwake,Rissa tridactyla,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
Red-legged Kittiwake,Rissa brevirostris,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
Ivory Gull,Pagophila eburnea,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
Sabine's Gull,Xema sabini,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
Saunders's Gull,Saundersilarus saundersi,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
Slender-billed Gull,Chroicocephalus genei,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
Bonaparte's Gull,Chroicocephalus philadelphia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
Andean Gull,Chroicocephalus serranus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
Brown-hooded Gull,Chroicocephalus maculipennis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
Black-billed Gull,Chroicocephalus bulleri,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
Silver Gull,Chroicocephalus novaehollandiae,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
Gray-hooded Gull,Chroicocephalus cirrocephalus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
Hartlaub's Gull,Chroicocephalus hartlaubii,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
Brown-headed Gull,Chroicocephalus brunnicephalus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
Little Gull,Hydrocoloeus minutus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
Ross's Gull,Rhodostethia rosea,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
Dolphin Gull,Leucophaeus scoresbii,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
Gray Gull,Leucophaeus modestus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
Laughing Gull,Leucophaeus atricilla,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
Franklin's Gull,Leucophaeus pipixcan,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
Lava Gull,Leucophaeus fuliginosus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)"
